"query","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","ARO","V17","V18","V19","V20","V21","V22","ARG.class","gene","pipeline","id","parent","parent_description","geneclass_argcompare"
"GMGC10.021_729_761.AACC",82,819,"+","(AGly)aac(3)-IIIb","1-738/738","========/======","2/2",99.86,91.2,"argannot","L06160:984-1721","(AGly)aac(3)-IIIb",NA,"ARO:3002537","AAC(3)-IIIb","Loose","ARO:0000005,ARO:0000007,ARO:0000035,ARO:0000049,ARO:0000052,ARO:3000657,ARO:3000658,ARO:3007379,ARO:3007382","neomycin,dibekacin,sisomicin,kanamycin A,tobramycin,paromomycin,lividomycin,5-episisomicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","aac(3)-IIIb","ABRicate-ARGANNOT",91.2,"ARO:3000322","AAC(3)","aac"
"GMGC10.021_731_050.UNKNOWN",1,801,"+","(Bla)blaOXA-119","1-801/801","===============","0/0",100,99.88,"argannot","AY139598:1422-2222","(Bla)blaOXA-119",NA,"ARO:3001775","OXA-119","Perfect","ARO:0000056,ARO:3000008","oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaOXA-119","ABRicate-ARGANNOT",99.88,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.021_731_598.YBXI",1,810,"+","(Bla)blaOXA-137","1-810/810","===============","0/0",100,100,"argannot","EU086835:89-898","(Bla)blaOXA-137",NA,"ARO:3001767","OXA-137","Perfect","ARO:0000056,ARO:3000008","oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaOXA-137","ABRicate-ARGANNOT",100,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.021_735_790.RLMN",1,1050,"+","(MLS)cfr(B)","1-1050/1050","===============","0/0",100,88.48,"argannot","KR610408:4995-6044","(MLS)cfr(B)",NA,"ARO:3004649","cfr(B)","Strict","ARO:0000026,ARO:0000066,ARO:0000072,ARO:3000385","streptogramin antibiotic,clindamycin,linezolid,chloramphenicol","ARO:0000017,ARO:0000026,ARO:3000079,ARO:3000387","lincosamide antibiotic,streptogramin antibiotic,oxazolidinone antibiotic,phenicol antibiotic","MLS","cfr(B)","ABRicate-ARGANNOT",88.48,"ARO:3000519","antibiotic target modifying enzyme","target-modifying enzyme"
"GMGC10.021_738_178.CPHA",18,828,"+","(Bla)blaSPM-1","21-831/831","===============","0/0",97.59,100,"argannot","GU831565:1-831","(Bla)blaSPM-1",NA,"ARO:3003793","SPM-1","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","Bla","blaSPM-1","ABRicate-ARGANNOT",100,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.021_738_255.UNKNOWN",1,555,"+","(AGly)aac6-33","1-555/555","===============","0/0",100,100,"argannot","GQ337064:1203-1757","(AGly)aac6-33",NA,"ARO:3002587","AAC(6')-I33","Perfect","ARO:0000013,ARO:0000052","amikacin,tobramycin","ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","aac6-33","ABRicate-ARGANNOT",100,"ARO:3000345","AAC(6')","aac"
"GMGC10.021_739_967.SFLR",1,1230,"+","(Phe)cmlB_variant1","1-1230/1230","===============","0/0",100,100,"argannot","AF034958:2642-3871","(Phe)cmlB_variant1",NA,"ARO:3002698","cmlB","Strict","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","Phe","cmlB_variant1","ABRicate-ARGANNOT",100,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.021_740_662.BLA",1,831,"+","(Bla)blaFPH-1","1-831/867","===============","0/0",95.85,94.95,"argannot","NG_054658:101-967","(Bla)blaFPH-1",NA,"ARO:3004795","FPH-1","Perfect","ARO:3000008","penicillin beta-lactam","ARO:3000007","beta-lactam antibiotic","Bla","blaFPH-1","ABRicate-ARGANNOT",94.95,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.021_741_034.BLA",1,852,"+","(Bla)blaBEL-1","1-852/852","===============","0/0",100,99.88,"argannot","GU250439:763-1614","(Bla)blaBEL-1",NA,"ARO:3002385","BEL-1","Perfect","ARO:0000004,ARO:0000032,ARO:3000008","monobactam,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaBEL-1","ABRicate-ARGANNOT",99.88,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.021_741_379.UNKNOWN",1,465,"+","(AGly)aac3-If","1-465/465","===============","0/0",100,98.5,"argannot","AY884051:61-525","(AGly)aac3-If",NA,"ARO:3002530","AAC(3)-Ib","Loose","ARO:0000003,ARO:0000035,ARO:3007382","astromicin,sisomicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","aac3-If","ABRicate-ARGANNOT",98.5,"ARO:3000322","AAC(3)","aac"
"GMGC10.021_750_302.UNKNOWN",1,471,"+","(AGly)aac3-Ic","1-471/471","===============","0/0",100,100,"argannot","AJ511268:1295-1765","(AGly)aac3-Ic",NA,"ARO:3002531","AAC(3)-Ic","Perfect","ARO:0000003,ARO:0000035,ARO:3007382","astromicin,sisomicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","aac3-Ic","ABRicate-ARGANNOT",100,"ARO:3000322","AAC(3)","aac"
"GMGC10.021_750_674.UNKNOWN",1,474,"+","(AGly)aac3-Id","1-477/477","========/======","1/3",99.37,85.95,"argannot","AB114632:104-580","(AGly)aac3-Id",NA,"ARO:3002529","AAC(3)-Id","Strict","ARO:0000003,ARO:0000035,ARO:3007382","astromicin,sisomicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","aac3-Id","ABRicate-ARGANNOT",85.95,"ARO:3000322","AAC(3)","aac"
"GMGC10.021_750_750.UNKNOWN",1,474,"+","(Tmt)dfrA1","1-474/474","========/======","3/4",99.58,80.04,"argannot","JQ794607:474","(Tmt)dfrA1",NA,"ARO:3002854","dfrA1","Strict","ARO:3000188","trimethoprim","ARO:3000171","diaminopyrimidine antibiotic","Tmt","dfrA1","ABRicate-ARGANNOT",80.04,"ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"GMGC10.021_750_758.TETA",1,1176,"+","(Tet)tetG","1-1176/1176","===============","0/0",100,90.65,"argannot","AF133140:757-1932","(Tet)tetG",NA,"ARO:3000174","tet(G)","Loose","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","Tet","tetG","ABRicate-ARGANNOT",90.65,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.021_751_007.UNKNOWN",1,555,"+","(AGly)aac6-IIa","1-555/555","===============","0/0",100,89.19,"argannot","M29695:707-1261","(AGly)aac6-IIa",NA,"ARO:3002594","AAC(6')-IIa","Perfect","ARO:0000007,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379,ARO:3007382","dibekacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","aac6-IIa","ABRicate-ARGANNOT",89.19,"ARO:3000345","AAC(6')","aac"
"GMGC10.021_864_444.CAT",1,647,"+","(Phe)catA4","1-647/654","========/======","2/2",98.78,93.36,"argannot","NG_047569:101-754","(Phe)catA4",NA,"ARO:3004657","catA4","Perfect","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","Phe","catA4","ABRicate-ARGANNOT",93.36,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.021_867_528.AMPH",1,1158,"+","(Bla)ampH_Ecoli","1-1158/1158","===============","0/0",100,80.92,"argannot","AP012030:395554-396711","(Bla)ampH_Ecoli",NA,"ARO:3008131","CMY-197","Loose","ARO:3009106","second-generation cephalosporin","ARO:3000007","beta-lactam antibiotic","Bla","ampH_Ecoli","ABRicate-ARGANNOT",80.92,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.021_871_756.UNKNOWN",1,1260,"+","(MLS)ere(B)","1-1260/1260","===============","0/0",100,100,"argannot","X03988:383-1642","(MLS)ere(B)",NA,"ARO:3000363","EreB","Perfect","ARO:0000006,ARO:0000027,ARO:0000065,ARO:3000158","erythromycin,roxithromycin,clarithromycin,azithromycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic","MLS","ere(B)","ABRicate-ARGANNOT",100,"ARO:3000320","macrolide esterase","mel"
"GMGC10.021_877_283.CPHA",1,762,"+","(Bla)cphA5","4-765/765","========/======","2/2",99.48,95.02,"argannot","AY227051:1-765","(Bla)cphA5",NA,"ARO:3003101","cphA5","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","Bla","cphA5","ABRicate-ARGANNOT",95.02,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.021_889_204.UNKNOWN",1,1478,"+","(MLS)msr(C)","1-1479/1479","========/======","1/1",99.93,95.27,"argannot","AY004350:496-1974","(MLS)msr(C)",NA,"ARO:3002819","msrC","Loose","ARO:0000006,ARO:3000584","erythromycin,quinupristin","ARO:0000000,ARO:0000026","macrolide antibiotic,streptogramin antibiotic","MLS","msr(C)","ABRicate-ARGANNOT",95.27,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.021_893_978.OXA",52,801,"+","(Bla)blaOXA-29","52-801/801","===============","0/0",93.63,80.93,"argannot","AJ400619:34-834","(Bla)blaOXA-29",NA,"ARO:3001424","OXA-29","Perfect","ARO:0000056","oxacillin","ARO:3000007","beta-lactam antibiotic","Bla","blaOXA-29","ABRicate-ARGANNOT",80.93,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.021_917_311.UNKNOWN",1,840,"+","(Bla)blaFEZ-1","1-840/849","===============","0/0",98.94,84.29,"argannot","Y17896:1-849","(Bla)blaFEZ-1",NA,"ARO:3000606","FEZ-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaFEZ-1","ABRicate-ARGANNOT",84.29,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.021_917_584.UNKNOWN",1,801,"+","(Bla)blaOXA-29","1-801/801","===============","0/0",100,90.76,"argannot","AJ400619:34-834","(Bla)blaOXA-29",NA,"ARO:3001424","OXA-29","Perfect","ARO:0000056","oxacillin","ARO:3000007","beta-lactam antibiotic","Bla","blaOXA-29","ABRicate-ARGANNOT",90.76,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.021_924_334.UNKNOWN",1,801,"+","(Bla)blaOXA-29","1-801/801","===============","0/0",100,82.65,"argannot","AJ400619:34-834","(Bla)blaOXA-29",NA,"ARO:3001424","OXA-29","Perfect","ARO:0000056","oxacillin","ARO:3000007","beta-lactam antibiotic","Bla","blaOXA-29","ABRicate-ARGANNOT",82.65,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.021_924_414.APH",1,987,"+","(AGly)aph9-Ia","1-987/996","===============","0/0",99.1,83.48,"argannot","U94857:151-1146","(AGly)aph9-Ia",NA,"ARO:3002662","APH(9)-Ia","Perfect","ARO:0000039","spectinomycin","ARO:0000016","aminoglycoside antibiotic","AGly","aph9-Ia","ABRicate-ARGANNOT",83.48,"ARO:3000153","APH(9)","aph"
"GMGC10.021_955_961.UNKNOWN",1,801,"+","(Bla)blaOXA-29","1-801/801","===============","0/0",100,80.9,"argannot","AJ400619:34-834","(Bla)blaOXA-29",NA,"ARO:3001424","OXA-29","Perfect","ARO:0000056","oxacillin","ARO:3000007","beta-lactam antibiotic","Bla","blaOXA-29","ABRicate-ARGANNOT",80.9,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.021_955_971.APH",1,984,"+","(AGly)aph9-Ia","1-984/996","===============","0/0",98.8,83.94,"argannot","U94857:151-1146","(AGly)aph9-Ia",NA,"ARO:3002662","APH(9)-Ia","Perfect","ARO:0000039","spectinomycin","ARO:0000016","aminoglycoside antibiotic","AGly","aph9-Ia","ABRicate-ARGANNOT",83.94,"ARO:3000153","APH(9)","aph"
"GMGC10.021_959_832.UNKNOWN",1,840,"+","(Bla)blaFEZ-1","1-840/849","===============","0/0",98.94,83.69,"argannot","Y17896:1-849","(Bla)blaFEZ-1",NA,"ARO:3000606","FEZ-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaFEZ-1","ABRicate-ARGANNOT",83.69,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.021_968_349.UNKNOWN",37,801,"+","(Bla)blaOXA-29","39-801/801","========/======","3/4",95.13,81.07,"argannot","AJ400619:34-834","(Bla)blaOXA-29",NA,"ARO:3001424","OXA-29","Perfect","ARO:0000056","oxacillin","ARO:3000007","beta-lactam antibiotic","Bla","blaOXA-29","ABRicate-ARGANNOT",81.07,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.021_968_992.APH",1,982,"+","(AGly)aph9-Ia","1-985/996","========/======","1/3",98.59,83.76,"argannot","U94857:151-1146","(AGly)aph9-Ia",NA,"ARO:3002662","APH(9)-Ia","Perfect","ARO:0000039","spectinomycin","ARO:0000016","aminoglycoside antibiotic","AGly","aph9-Ia","ABRicate-ARGANNOT",83.76,"ARO:3000153","APH(9)","aph"
"GMGC10.021_975_211.UNKNOWN",58,801,"+","(Bla)blaOXA-29","58-801/801",".=======/======","2/6",92.51,80.19,"argannot","AJ400619:34-834","(Bla)blaOXA-29",NA,"ARO:3001424","OXA-29","Perfect","ARO:0000056","oxacillin","ARO:3000007","beta-lactam antibiotic","Bla","blaOXA-29","ABRicate-ARGANNOT",80.19,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.021_975_942.UNKNOWN",1,849,"+","(Bla)blaFEZ-1","1-849/849","===============","0/0",100,84.69,"argannot","Y17896:1-849","(Bla)blaFEZ-1",NA,"ARO:3000606","FEZ-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaFEZ-1","ABRicate-ARGANNOT",84.69,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.021_978_835.APH",5,987,"+","(AGly)aph9-Ia","4-987/996","========/======","1/1",98.69,86.38,"argannot","U94857:151-1146","(AGly)aph9-Ia",NA,"ARO:3002662","APH(9)-Ia","Perfect","ARO:0000039","spectinomycin","ARO:0000016","aminoglycoside antibiotic","AGly","aph9-Ia","ABRicate-ARGANNOT",86.38,"ARO:3000153","APH(9)","aph"
"GMGC10.021_979_796.OXA",33,794,"+","(Bla)blaOXA-29","33-794/801","===============","0/0",95.13,81.36,"argannot","AJ400619:34-834","(Bla)blaOXA-29",NA,"ARO:3001424","OXA-29","Perfect","ARO:0000056","oxacillin","ARO:3000007","beta-lactam antibiotic","Bla","blaOXA-29","ABRicate-ARGANNOT",81.36,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.021_991_583.APH",1,988,"+","(AGly)aph9-Ia","1-988/996","===============","0/0",99.2,85.53,"argannot","U94857:151-1146","(AGly)aph9-Ia",NA,"ARO:3002662","APH(9)-Ia","Perfect","ARO:0000039","spectinomycin","ARO:0000016","aminoglycoside antibiotic","AGly","aph9-Ia","ABRicate-ARGANNOT",85.53,"ARO:3000153","APH(9)","aph"
"GMGC10.022_026_381.SCLAV_1483",43,1026,"+","(MLS)ole(C)","1-978/978","========/======","1/6",100,87.4,"argannot","L06249:1528-2505","(MLS)ole(C)",NA,"ARO:3003748","oleC","Strict","ARO:3000867","oleandomycin","ARO:0000000","macrolide antibiotic","MLS","ole(C)","ABRicate-ARGANNOT",87.4,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.022_027_066.UNKNOWN",3,1187,"+","(MLS)oleD","12-1196/1248","===============","0/0",94.95,82.45,"argannot","NG_048021:11248","(MLS)oleD",NA,"ARO:3000865","oleD","Perfect","ARO:0000006,ARO:3000145","erythromycin,tylosin","ARO:0000000,ARO:0000000","macrolide antibiotic,macrolide antibiotic","MLS","oleD","ABRicate-ARGANNOT",82.45,"ARO:3000458","macrolide glycosyltransferase","mgt"
"GMGC10.022_047_123.CPHA",1,741,"+","(Bla)blaIMP-8","1-741/741","===============","0/0",100,100,"argannot","HQ651093:3019-3759","(Bla)blaIMP-8",NA,"ARO:3002199","IMP-8","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaIMP-8","ABRicate-ARGANNOT",100,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.022_058_419.TETR",1,642,"+","(Tet)tetR","1-651/651","========/======","1/9",98.62,92.93,"argannot","HF545434:53576-54226","(Tet)tetR",NA,"ARO:3003479","tetR","Loose","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","Tet","tetR","ABRicate-ARGANNOT",92.93,"ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"GMGC10.022_066_790.AMPC",1,1146,"+","(Bla)blaCMH-1","1-1146/1146","===============","0/0",100,97.73,"argannot","JQ673557:1-1146","(Bla)blaCMH-1",NA,"ARO:3004777","CMH-1","Perfect","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","Bla","blaCMH-1","ABRicate-ARGANNOT",97.73,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.022_067_378.UNKNOWN",1,531,"+","(AGly)aac3-Ib","1-531/531","===============","0/0",100,100,"argannot","L06157:555-1085","(AGly)aac3-Ib",NA,"ARO:3002530","AAC(3)-Ib","Perfect","ARO:0000003,ARO:0000035,ARO:3007382","astromicin,sisomicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","aac3-Ib","ABRicate-ARGANNOT",100,"ARO:3000322","AAC(3)","aac"
"GMGC10.022_078_388.AAC",16,554,"+","(AGly)aac2-Ib","49-587/588",".==============","0/0",91.67,80.15,"argannot","U41471:266-822","(AGly)aac2-Ib",NA,"ARO:3002524","AAC(2')-Ib","Strict","ARO:0000007,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007382","dibekacin,netilmicin,tobramycin,6'-N-ethylnetilmicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","aac2-Ib","ABRicate-ARGANNOT",80.15,"ARO:3000341","AAC(2')","aac"
"GMGC10.022_091_885.VANX",2,604,"+","(Gly)vanX-Sc","2-604/609","========/======","2/2",98.85,82.12,"argannot","AL939117:55404-56012","(Gly)vanX-Sc",NA,"ARO:3003725","vanX gene in vanI cluster","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","Gly","vanX-Sc","ABRicate-ARGANNOT",82.12,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.022_097_691.MRDA",1,1902,"+","(Bla)Penicillin_Binding_Protein_Ecoli","1-1902/1902","===============","0/0",100,82.23,"argannot","CP002291:664439-666340","(Bla)Penicillin_Binding_Protein_Ecoli",NA,"ARO:3001209","mecC","Loose","ARO:0000015,ARO:3000008","methicillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","Penicillin_Binding_Protein_Ecoli","ABRicate-ARGANNOT",82.23,"ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
"GMGC10.022_153_935.MRDA",1,1902,"+","(Bla)Penicillin_Binding_Protein_Ecoli","1-1902/1902","===============","0/0",100,82.44,"argannot","CP002291:664439-666340","(Bla)Penicillin_Binding_Protein_Ecoli",NA,"ARO:3001209","mecC","Loose","ARO:0000015,ARO:3000008","methicillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","Penicillin_Binding_Protein_Ecoli","ABRicate-ARGANNOT",82.44,"ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
"GMGC10.022_170_678.AAC",1,633,"+","(AGly)aac(2')-Id","1-633/633","===============","0/0",100,99.05,"argannot","U72743:386-1018","(AGly)aac(2')-Id",NA,"ARO:3002526","AAC(2')-Id","Strict","ARO:0000007,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007382","dibekacin,netilmicin,tobramycin,6'-N-ethylnetilmicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","aac(2')-Id","ABRicate-ARGANNOT",99.05,"ARO:3000341","AAC(2')","aac"
"GMGC10.022_173_219.TETV",1,1260,"+","(Tet)tetV","1-1260/1260","===============","0/0",100,99.6,"argannot","AF030344:462-1721","(Tet)tetV",NA,"ARO:3000181","tet(V)","Strict","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","Tet","tetV","ABRicate-ARGANNOT",99.6,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.022_205_635.AACC",17,839,"+","(AGly)aac3-VII","17-839/867","========/======","2/2",94.81,81.31,"argannot","M22999:493-1359","(AGly)aac3-VII",NA,"ARO:3002541","AAC(3)-VIIa","Perfect","ARO:3000657","paromomycin","ARO:0000016","aminoglycoside antibiotic","AGly","aac3-VII","ABRicate-ARGANNOT",81.31,"ARO:3000322","AAC(3)","aac"
"GMGC10.022_207_873.UNKNOWN",19,1183,"+","(MLS)oleD","22-1186/1248","========/======","4/10",92.95,80.17,"argannot","NG_048021:11248","(MLS)oleD",NA,"ARO:3000865","oleD","Perfect","ARO:0000006,ARO:3000145","erythromycin,tylosin","ARO:0000000,ARO:0000000","macrolide antibiotic,macrolide antibiotic","MLS","oleD","ABRicate-ARGANNOT",80.17,"ARO:3000458","macrolide glycosyltransferase","mgt"
"GMGC10.022_208_774.SCLAV_1483",70,1012,"+","(MLS)ole(C)","7-949/978","========/======","2/4",96.22,83.81,"argannot","L06249:1528-2505","(MLS)ole(C)",NA,"ARO:3003748","oleC","Strict","ARO:3000867","oleandomycin","ARO:0000000","macrolide antibiotic","MLS","ole(C)","ABRicate-ARGANNOT",83.81,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.022_232_394.EXPZ",39,1663,"+","(MLS)tlr(C)","12-1636/1647","===============","0/0",98.66,82.65,"argannot","M57437:277-1923","(MLS)tlr(C)",NA,"ARO:3002827","tlrC","Perfect","ARO:0000046,ARO:3000145,ARO:3001224","lincomycin,tylosin,mycinamicin","ARO:0000000,ARO:0000000,ARO:0000017","macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic","MLS","tlr(C)","ABRicate-ARGANNOT",82.65,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
