"query","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","gene","drug","ARO","V17","V18","V19","V20","V21","V22","pipeline","id","parent","parent_description","geneclass_argcompare"
"GMGC10.008_753_367.SFLR",1,1215,"+","floR_2","1-1215/1215","===============","0/0",100,99.92,"resfinder","AF118107","floR","Chloramphenicol;Florfenicol","ARO:3002705","floR","Strict","ARO:3000385,ARO:3000461","chloramphenicol,florfenicol","ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic","ABRicate-ResFinder",99.92,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.008_803_393.FOSB",1,423,"+","fosA7_1","1-423/423","===============","0/0",100,93.85,"resfinder","LAPJ01000014","fosA7","Fosfomycin","ARO:3004113","FosA7","Perfect","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","ABRicate-ResFinder",93.85,"ARO:3000342","fosfomycin inactivation enzyme","fos"
"GMGC10.008_822_727.AADA",21,792,"+","aadA1_2","21-792/792","===============","0/0",97.47,90.67,"resfinder","FJ591054","aadA1","Streptomycin","ARO:3002619","aadA22","Strict","ARO:0000039,ARO:0000040","spectinomycin,streptomycin","ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",90.67,"ARO:3004275","ANT(3'')","ant"
"GMGC10.008_832_905.UNKNOWN",1,783,"+","aac(2')-IIa_1","1-783/783","===============","0/0",100,98.72,"resfinder","AB669090","aac(2')-IIa","","ARO:3004628","AAC(2')-IIa","Perfect","ARO:3001296","kasugamycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-ResFinder",98.72,"ARO:3000341","AAC(2')","aac"
"GMGC10.008_869_607.AACA7",1,438,"+","aac(6')-Iaa_1","1-438/438","===============","0/0",100,97.94,"resfinder","NC_003197","aac(6')-Iaa","Amikacin;Tobramycin","ARO:3002571","","","","","","","ABRicate-ResFinder",97.94,"ARO:3000345","AAC(6')","aac"
"GMGC10.008_882_788.FOSB",1,423,"+","fosA7_1","1-423/423","===============","0/0",100,99.76,"resfinder","LAPJ01000014","fosA7","Fosfomycin","ARO:3004113","FosA7","Perfect","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","ABRicate-ResFinder",99.76,"ARO:3000342","fosfomycin inactivation enzyme","fos"
"GMGC10.008_908_051.FOLA",58,501,"+","dfrA12_4","57-498/498",".=======/======","1/2",88.76,98.87,"resfinder","EU650399","dfrA12","Trimethoprim","ARO:3002858","dfrA12","Strict","ARO:3000188","trimethoprim","ARO:3000171","diaminopyrimidine antibiotic","ABRicate-ResFinder",98.87,"ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"GMGC10.009_077_587.BLA",1,867,"+","blaSCO-1_1","1-867/867","===============","0/0",100,100,"resfinder","EF063111","blaSCO-1","","ARO:3004856","SCO-1","Perfect","ARO:0000059,ARO:0000060,ARO:0000063,ARO:0000064,ARO:0000078,ARO:3000008,ARO:3000645,ARO:3000704,ARO:3003832","cefepime,ceftazidime,cefuroxime,amoxicillin,piperacillin,penicillin beta-lactam,cefotaxime,cefalotin,ticarcillin","ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",100,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.009_084_140.LSA",94,1572,"+","lsa(C)_1","1-1479/1479","===============","0/0",100,91.55,"resfinder","HM990671","lsa(C)","Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M;Tiamulin","ARO:3003112","lsaC","Perfect","ARO:0000026,ARO:0000046,ARO:0000066,ARO:3001317","streptogramin antibiotic,lincomycin,clindamycin,pleuromutilin","ARO:0000017,ARO:0000017,ARO:0000026,ARO:3000670","lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,pleuromutilin antibiotic","ABRicate-ResFinder",91.55,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.009_105_560.AADA",40,819,"+","aadA24_1","1-780/780","===============","0/0",100,100,"resfinder","AM711129","aadA24","Streptomycin","ARO:3002601","aadA","Strict","ARO:0000039,ARO:0000040","spectinomycin,streptomycin","ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",100,"ARO:3004275","ANT(3'')","ant"
"GMGC10.009_137_166.FTSI",1,1746,"+","penA_1","1-1746/1746","===============","0/0",100,96.79,"resfinder","AF515059","penA","","ARO:3004185","mecD","Loose","ARO:0000015,ARO:3000008","methicillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",96.79,"ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
"GMGC10.009_246_115.QNR",6,638,"+","qnrD1_1","5-638/645","========/======","1/1",98.14,83.12,"resfinder","FJ228229","qnrD1","Ciprofloxacin","ARO:3002788","QnrD1","Perfect","ARO:0000036,ARO:0000071,ARO:0000074,ARO:3000659,ARO:3000661,ARO:3000662,ARO:3000666","ciprofloxacin,levofloxacin,moxifloxacin,gatifloxacin,nalidixic acid,norfloxacin,sparfloxacin","ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001","fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic","ABRicate-ResFinder",83.12,"ARO:3000419","quinolone resistance protein (qnr)","qnr"
"GMGC10.009_300_197.BLA",1,852,"+","blaCARB-42_1","1-852/852","===============","0/0",100,90.38,"resfinder","NG_048745","blaCARB-42","Ampicillin;Amoxicillin;Piperacillin","ARO:3005576","","","","","","","ABRicate-ResFinder",90.38,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.009_407_365.BAIG",1,1428,"+","fexA_1","1-1428/1428","===============","0/0",100,99.72,"resfinder","AJ549214","fexA","Chloramphenicol;Florfenicol","ARO:3002704","fexA","Perfect","ARO:3000385,ARO:3000461","chloramphenicol,florfenicol","ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic","ABRicate-ResFinder",99.72,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.009_407_882.LSA",2,1479,"+","lsa(C)_1","2-1479/1479","===============","0/0",99.93,92.15,"resfinder","HM990671","lsa(C)","Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M;Tiamulin","ARO:3003112","lsaC","Perfect","ARO:0000026,ARO:0000046,ARO:0000066,ARO:3001317","streptogramin antibiotic,lincomycin,clindamycin,pleuromutilin","ARO:0000017,ARO:0000017,ARO:0000026,ARO:3000670","lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,pleuromutilin antibiotic","ABRicate-ResFinder",92.15,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.009_584_504.MEXF",1,3129,"+","OqxB_1","1-3129/3153","========/======","4/4",99.18,83.2,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",83.2,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.009_588_667.MEXF",1,3121,"+","OqxB_1","1-3121/3153","========/======","4/4",98.92,82.33,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",82.33,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.009_617_571.CPHA",1,719,"+","blaIND-1_1","1-719/720","===============","0/0",99.86,85.67,"resfinder","AF099139","blaIND-1","","ARO:3002256","IND-1","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",85.67,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.009_631_647.TETV",40,1271,"+","tet(V)_1","25-1250/1260","========/======","4/8",97.22,83.7,"resfinder","AF030344","tet(V)","Doxycycline;Tetracycline","ARO:3000181","tet(V)","Strict","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",83.7,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.009_632_677.AAC",1,594,"+","aac(2')-Ib_1","1-588/588","========/======","2/6",100,82.32,"resfinder","U41471","aac(2')-Ib","Gentamicin;Tobramycin","ARO:3002524","AAC(2')-Ib","Strict","ARO:0000007,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007382","dibekacin,netilmicin,tobramycin,6'-N-ethylnetilmicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",82.32,"ARO:3000341","AAC(2')","aac"
"GMGC10.009_647_359.UNKNOWN",1,1467,"+","msr(A)_2","1-1467/1467","===============","0/0",100,99.52,"resfinder","AB013298","msr(A)","Erythromycin;Azithromycin;Telithromycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S","ARO:3000251","msrA","Strict","ARO:0000006,ARO:3000584","erythromycin,quinupristin","ARO:0000000,ARO:0000026","macrolide antibiotic,streptogramin antibiotic","ABRicate-ResFinder",99.52,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.009_657_312.EPTA",1,1613,"+","mcr-3.12_1","1-1613/1626","========/======","5/10",98.89,80.78,"resfinder","MG564491","mcr-3.12","Colistin","ARO:3004693","MCR-3.12","Perfect","ARO:3000622,ARO:3000624","colistin A,colistin B","ARO:3000053,ARO:3000053","peptide antibiotic,peptide antibiotic","ABRicate-ResFinder",80.78,"ARO:3003580","gene altering cell wall charge","cell wall charge"
"GMGC10.009_704_406.AADA",1,780,"+","ant(9)-Ia_1","1-780/783","===============","0/0",99.62,94.1,"resfinder","X02588","ant(9)-Ia","","ARO:3002630","ANT(9)-Ia","Perfect","ARO:0000039","spectinomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-ResFinder",94.1,"ARO:3000228","ANT(9)","ant"
"GMGC10.009_725_689.TETA",1,1185,"+","tet(30)_1","1-1185/1185","===============","0/0",100,100,"resfinder","AF090987","tet(30)","Doxycycline;Tetracycline","ARO:3000561","tet(30)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",100,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.009_761_656.UNKNOWN",1,651,"+","cat(pC194)_1","1-651/651","===============","0/0",100,89.71,"resfinder","NC_002013","cat(pC194)","Chloramphenicol","ARO:3004455","","","","","","","ABRicate-ResFinder",89.71,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.009_778_107.LSA",10,1483,"+","lsa(C)_1","10-1477/1479","========/======","2/12",99.05,80.37,"resfinder","HM990671","lsa(C)","Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M;Tiamulin","ARO:3003112","lsaC","Perfect","ARO:0000026,ARO:0000046,ARO:0000066,ARO:3001317","streptogramin antibiotic,lincomycin,clindamycin,pleuromutilin","ARO:0000017,ARO:0000017,ARO:0000026,ARO:3000670","lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,pleuromutilin antibiotic","ABRicate-ResFinder",80.37,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.009_806_710.UNKNOWN",1,1453,"+","msr(D)_3","1-1454/1464","========/======","1/1",99.25,91.47,"resfinder","AF227520","msr(D)","Erythromycin;Azithromycin;Telithromycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S","ARO:3003109","msrE","Loose","ARO:0000006,ARO:0000026","erythromycin,streptogramin antibiotic","ARO:0000000,ARO:0000026","macrolide antibiotic,streptogramin antibiotic","ABRicate-ResFinder",91.47,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.009_844_030.STRA",43,862,"+","aph(3'')-Ia_1","1-817/819","========/======","1/3",99.76,80.37,"resfinder","X53527","aph(3'')-Ia","Streptomycin","ARO:3002638","APH(3'')-Ia","Perfect","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-ResFinder",80.37,"ARO:3000127","APH(3'')","aph"
"GMGC10.009_851_211.SCLAV_1483",23,971,"+","otr(C)_1","20-971/1056","========/=====.","11/13",89.39,82.55,"resfinder","AY509111","otr(C)","Doxycycline;Tetracycline","ARO:3002894","otr(C)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",82.55,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.010_039_310.TETP",1,1956,"+","tet(T)_1","1-1956/1956","===============","0/0",100,91.87,"resfinder","L42544","tet(T)","Doxycycline;Tetracycline;Minocycline","ARO:3000193","tet(T)","Perfect","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","ABRicate-ResFinder",91.87,"ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"GMGC10.010_055_999.AADK",49,897,"+","str_2","1-849/849","===============","0/0",100,99.88,"resfinder","FN435330","str","Streptomycin","ARO:3002627","aadK","Loose","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-ResFinder",99.88,"ARO:3000225","ANT(6)","ant"
"GMGC10.010_077_879.UNKNOWN",92,889,"+","blaCME-1_1","86-883/888",".==============","0/0",89.86,99.5,"resfinder","AJ006275","blaCME-1","","ARO:3004775","CME-1","Perfect","ARO:3000008","penicillin beta-lactam","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",99.5,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.010_110_869.ERMA",1,728,"+","erm(G)_1","1-728/735","===============","0/0",99.05,85.85,"resfinder","M15332","erm(G)","Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S","ARO:3000522","ErmG","Strict","ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867","erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","ABRicate-ResFinder",85.85,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"GMGC10.010_110_924.AADA",6,758,"+","ant(9)-Ia_1","6-758/783","========/======","2/2",96.04,84.22,"resfinder","X02588","ant(9)-Ia","","ARO:3002630","ANT(9)-Ia","Perfect","ARO:0000039","spectinomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-ResFinder",84.22,"ARO:3000228","ANT(9)","ant"
"GMGC10.010_169_342.FOLA",1,483,"+","dfrG_1","1-483/498","===============","0/0",96.99,83.02,"resfinder","AB205645","dfrG","Trimethoprim","ARO:3002868","dfrG","Perfect","ARO:3000188","trimethoprim","ARO:3000171","diaminopyrimidine antibiotic","ABRicate-ResFinder",83.02,"ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"GMGC10.010_173_197.TETV",40,1216,"+","tet(V)_1","25-1199/1260","========/======","3/4",93.17,83.62,"resfinder","AF030344","tet(V)","Doxycycline;Tetracycline","ARO:3000181","tet(V)","Strict","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",83.62,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.010_186_531.UNKNOWN",1,1218,"+","mef(A)_1","1-1218/1218","===============","0/0",100,92.2,"resfinder","AJ971089","mef(A)","Erythromycin;Azithromycin","ARO:3000616","mel","Loose","ARO:0000006,ARO:0000026,ARO:0000057","erythromycin,streptogramin antibiotic,telithromycin","ARO:0000000,ARO:0000000,ARO:0000026","macrolide antibiotic,macrolide antibiotic,streptogramin antibiotic","ABRicate-ResFinder",92.2,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.010_848_602.TETP",1,1920,"+","tet(32)_2","1-1920/1920","===============","0/0",100,99.95,"resfinder","EF626943","tet(32)","Doxycycline;Tetracycline;Minocycline","ARO:3000196","tet(32)","Strict","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","ABRicate-ResFinder",99.95,"ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"GMGC10.010_923_755.FTSI",1,1746,"+","penA_1","1-1746/1746","===============","0/0",100,88.14,"resfinder","AF515059","penA","","ARO:3004185","mecD","Loose","ARO:0000015,ARO:3000008","methicillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",88.14,"ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
"GMGC10.010_980_812.AADA",5,942,"+","ant(3'')-Ia_1","34-972/972","========/======","1/1",96.5,97.55,"resfinder","X02340","ant(3'')-Ia","Streptomycin","ARO:3002601","aadA","Strict","ARO:0000039,ARO:0000040","spectinomycin,streptomycin","ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",97.55,"ARO:3004275","ANT(3'')","ant"
"GMGC10.011_007_303.FTSI",1,1746,"+","penA_1","1-1746/1746","===============","0/0",100,85.74,"resfinder","AF515059","penA","","ARO:3004185","mecD","Loose","ARO:0000015,ARO:3000008","methicillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",85.74,"ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
"GMGC10.011_021_615.SCLAV_1483",31,963,"+","otr(C)_1","34-966/1056","========/=====.","10/10",87.88,80.49,"resfinder","AY509111","otr(C)","Doxycycline;Tetracycline","ARO:3002894","otr(C)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",80.49,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.011_030_338.NHAC",493,1601,"+","tet(35)_1","1-1109/1110","===============","0/0",99.91,88.82,"resfinder","AF353562","tet(35)","Doxycycline;Tetracycline","ARO:3000481","tet(35)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",88.82,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.011_094_600.AMPC",85,1230,"+","blaCMY-2_1","1-1146/1146","===============","0/0",100,100,"resfinder","X91840","blaCMY-2","Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid","ARO:3002013","CMY-2","Perfect","ARO:0000008,ARO:0000058,ARO:0000060,ARO:0000062,ARO:0000070,ARO:3000637,ARO:3000646,ARO:3000704,ARO:3009106","cefoxitin,cefazolin,ceftazidime,ceftriaxone,ertapenem,ampicillin,cefixime,cefalotin,second-generation cephalosporin","ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",100,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
