"query","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","gene","ARG.class","ARO","V17","V18","V19","V20","V21","V22","pipeline","id","parent","parent_description","geneclass_argcompare"
"GMGC10.020_912_768.UNKNOWN",22,455,"+","aac(3)-Ii","10-443/459","===============","0/0",94.55,80.88,"ncbi","NG_048573.1","aminoglycoside N-acetyltransferase AAC(3)-Ii","GENTAMICIN","ARO:3002530","AAC(3)-Ib","Loose","ARO:0000003,ARO:0000035,ARO:3007382","astromicin,sisomicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-NCBI",80.88,"ARO:3000322","AAC(3)","aac"
"GMGC10.020_920_665.CUTR",1,653,"+","vanR-O","10-662/702","===============","0/0",93.02,82.85,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",82.85,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.020_934_650.CUTR",1,653,"+","vanR-O","10-662/702","===============","0/0",93.02,85.14,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",85.14,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.020_970_807.CUTR",1,663,"+","vanR-O","10-672/702","===============","0/0",94.44,84.16,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",84.16,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.020_976_812.MBL1",10,883,"+","blaAIM-1","10-883/912","===============","0/0",95.83,80.32,"ncbi","NG_048689.1","subclass B3 metallo-beta-lactamase AIM-1","CARBAPENEM","ARO:3000853","AIM-1","Perfect","ARO:0000032,ARO:3000008","cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",80.32,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.021_043_179.PPS",1,2595,"+","rphC","1-2607/2607","========/======","8/18",99.42,80.61,"ncbi","NG_063825.1","rifamycin-inactivating phosphotransferase RphC","RIFAMYCIN","ARO:3003992","rphB","Loose","ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534","rifampin,rifaximin,rifabutin,rifapentine","ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157","rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic","ABRicate-NCBI",80.61,"ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"GMGC10.021_055_386.PPS",1,2614,"+","rphC","1-2605/2607","========/======","6/19",99.73,80.22,"ncbi","NG_063825.1","rifamycin-inactivating phosphotransferase RphC","RIFAMYCIN","ARO:3003992","rphB","Loose","ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534","rifampin,rifaximin,rifabutin,rifapentine","ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157","rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic","ABRicate-NCBI",80.22,"ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"GMGC10.021_083_611.PPS",1,2615,"+","rphC","1-2606/2607","========/======","2/9",99.96,85.2,"ncbi","NG_063825.1","rifamycin-inactivating phosphotransferase RphC","RIFAMYCIN","ARO:3003992","rphB","Loose","ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534","rifampin,rifaximin,rifabutin,rifapentine","ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157","rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic","ABRicate-NCBI",85.2,"ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"GMGC10.021_132_778.CPHA",1,747,"+","blaJOHN-1","1-747/747","===============","0/0",100,84.07,"ncbi","NG_049239.1","subclass B1 metallo-beta-lactamase JOHN-1","CARBAPENEM","ARO:3000840","JOHN-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",84.07,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.021_173_577.CUTR",1,667,"+","vanR-O","10-676/702","===============","0/0",95.01,83.66,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",83.66,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.021_217_735.CUTR",1,658,"+","vanR-O","10-667/702","===============","0/0",93.73,86.47,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",86.47,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.021_227_176.UNKNOWN",22,555,"+","aacA8","22-555/555","===============","0/0",96.22,85.58,"ncbi","NG_052107.1","aminoglycoside 6'-N-acetyltransferase AacA8","AMINOGLYCOSIDE","ARO:3002585","AAC(6')-31","Strict","ARO:0000005,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000049,ARO:0000052,ARO:3000652,ARO:3007382","neomycin,amikacin,sisomicin,netilmicin,kanamycin A,tobramycin,isepamicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-NCBI",85.58,"ARO:3000345","AAC(6')","aac"
"GMGC10.021_262_372.PPS",1,2594,"+","rphC","1-2606/2607","========/======","5/30",99.16,85.39,"ncbi","NG_063825.1","rifamycin-inactivating phosphotransferase RphC","RIFAMYCIN","ARO:3003992","rphB","Loose","ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534","rifampin,rifaximin,rifabutin,rifapentine","ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157","rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic","ABRicate-NCBI",85.39,"ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"GMGC10.021_271_146.CUTR",1,667,"+","vanR-O","10-676/702","===============","0/0",95.01,81.26,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",81.26,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.021_277_737.CUTR",1,653,"+","vanR-O","10-662/702","===============","0/0",93.02,83.16,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",83.16,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.021_296_905.BLA",152,918,"+","blaP","143-908/924","..======/======","3/3",82.79,80.47,"ncbi","NG_051162.1","class A beta-lactamase BlaP","BETA-LACTAM","ARO:3007101","BcIII","Strict","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",80.47,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.021_338_602.MBL1",11,873,"+","blaL1","11-873/873","===============","0/0",98.85,90.61,"ncbi","NG_047501.1","L1 family subclass B3 metallo-beta-lactamase","CARBAPENEM","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",90.61,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.021_339_115.STRB",1,806,"+","aph(6)-Smalt","1-806/813","===============","0/0",99.14,86.23,"ncbi","NG_047427.1","APH(6) family putative aminoglycoside O-phosphotransferase","AMINOGLYCOSIDE","ARO:3002659","APH(6)-Ic","Loose","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-NCBI",86.23,"ARO:3000151","APH(6)","aph"
"GMGC10.021_356_271.UNKNOWN",1,1543,"+","tetAB_A","1-1542/1542","========/======","1/1",100,86,"ncbi","NG_051437.1","tetracycline efflux ABC transporter TetAB subunit A","TETRACYCLINE","ARO:3004639","Corynebacterium striatum tetA","Perfect","ARO:0000051,ARO:0000056,ARO:3000668","tetracycline,oxacillin,oxytetracycline","ARO:3000007,ARO:3000050,ARO:3000050","beta-lactam antibiotic,tetracycline antibiotic,tetracycline antibiotic","ABRicate-NCBI",86,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.021_356_730.AMPC",1,1152,"+","blaADC-21","1-1152/1152","===============","0/0",100,94.27,"ncbi","NG_048646.1","class C extended-spectrum beta-lactamase ADC-21","CEPHALOSPORIN","ARO:3003865","","","","","","","ABRicate-NCBI",94.27,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.021_582_317.CPHA",1,762,"+","blaPFM-2","1-762/762","===============","0/0",100,100,"ncbi","NG_067160.1","subclass B2 metallo-beta-lactamase PFM-2","CARBAPENEM","ARO:3006966","PFM-2","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",100,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.021_647_228.AMPH",1,1173,"+","blaMCA","1-1173/1173","===============","0/0",100,100,"ncbi","NG_055474.1","MCA family class C beta-lactamase","BETA-LACTAM","ARO:3006390","ADC-221","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",100,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.021_667_394.UNKNOWN",1,857,"+","blaPEDO-2","1-857/858","===============","0/0",99.88,94.87,"ncbi","NG_049958.1","subclass B3 metallo-beta-lactamase PEDO-2","CARBAPENEM","ARO:3003714","PEDO-2","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",94.87,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.021_681_290.CUTR",1,658,"+","vanR-O","10-667/702","===============","0/0",93.73,81.92,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",81.92,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.021_682_195.CUTR",1,696,"+","vanR-O","10-702/702","========/======","1/3",98.72,84.77,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",84.77,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.021_682_196.FEMA",6,1143,"+","vanK-Sc","6-1194/1194","========/======","3/51",95.31,83.68,"ncbi","NG_055982.1","peptidoglycan bridge formation peptidyltransferase VanK-Sc","VANCOMYCIN","ARO:3003727","vanK gene in vanI cluster","Loose","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",83.68,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.021_682_197.VANX",1,609,"+","vanX-Sc","1-609/609","========/======","5/8",99.34,81.08,"ncbi","NG_048500.1","D-Ala-D-Ala dipeptidase VanX-Sc","VANCOMYCIN","ARO:3003725","vanX gene in vanI cluster","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",81.08,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.021_710_931.MBL1",1,847,"+","blaCAU-1","1-850/870","========/======","5/11",96.9,81.27,"ncbi","NG_048755.1","subclass B3 metallo-beta-lactamase CAU-1","CARBAPENEM","ARO:3000855","CAU-1","Perfect","ARO:0000020,ARO:3000008","carbapenem,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",81.27,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.021_728_954.NEO",1,795,"+","aph(3')-IIa","1-795/795","===============","0/0",100,91.95,"ncbi","NG_047417.1","aminoglycoside O-phosphotransferase APH(3')-IIa","KANAMYCIN","ARO:3002644","APH(3')-IIa","Perfect","ARO:0000005,ARO:0000021,ARO:0000024,ARO:0000049,ARO:3000655,ARO:3000657","neomycin,ribostamycin,butirosin,kanamycin A,gentamicin B,paromomycin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-NCBI",91.95,"ARO:3000126","APH(3')","aph"
"GMGC10.021_728_955.STRB",1,789,"+","aph(6)-Ic","43-843/843","========/======","3/14",93.48,89.28,"ncbi","NG_047463.1","aminoglycoside O-phosphotransferase APH(6)-Ic","STREPTOMYCIN","ARO:3002659","APH(6)-Ic","Strict","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-NCBI",89.28,"ARO:3000151","APH(6)","aph"
"GMGC10.021_729_761.AACC",1,819,"+","aac(3)-IIIb","1-819/819","===============","0/0",100,100,"ncbi","NG_051746.1","aminoglycoside N-acetyltransferase AAC(3)-IIIb","GENTAMICIN","ARO:3002537","AAC(3)-IIIb","Perfect","ARO:0000005,ARO:0000007,ARO:0000035,ARO:0000049,ARO:0000052,ARO:3000657,ARO:3000658,ARO:3007379,ARO:3007382","neomycin,dibekacin,sisomicin,kanamycin A,tobramycin,paromomycin,lividomycin,5-episisomicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-NCBI",100,"ARO:3000322","AAC(3)","aac"
"GMGC10.021_731_050.UNKNOWN",1,801,"+","blaOXA-119","1-801/801","===============","0/0",100,99.88,"ncbi","NG_064746.1","oxacillin-hydrolyzing class D beta-lactamase OXA-119","BETA-LACTAM","ARO:3001775","","","","","","","ABRicate-NCBI",99.88,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.021_731_598.YBXI",1,810,"+","blaOXA-137","1-810/810","===============","0/0",100,100,"ncbi","NG_049436.1","OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-137","BETA-LACTAM","ARO:3001767","OXA-137","Perfect","ARO:0000056,ARO:3000008","oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",100,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.021_735_790.RLMN",1,1050,"+","clbA","1-1050/1050","===============","0/0",100,99.33,"ncbi","NG_062350.1","23S rRNA (adenine(2503)-C(8))-methyltransferase ClbA","LINCOSAMIDE;MACROLIDE;STREPTOGRAMIN","ARO:3002814","clbA","Perfect","ARO:0000046,ARO:0000066,ARO:3000079,ARO:3000382,ARO:3000385,ARO:3000456,ARO:3000669,ARO:3000671,ARO:3000672,ARO:3000673,ARO:3000674","lincomycin,clindamycin,oxazolidinone antibiotic,azidamfenicol,chloramphenicol,thiamphenicol,virginiamycin M1,tiamulin,madumycin II,griseoviridin,dalfopristin","ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:3000079,ARO:3000387,ARO:3000387,ARO:3000387,ARO:3000670","lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,oxazolidinone antibiotic,phenicol antibiotic,phenicol antibiotic,phenicol antibiotic,pleuromutilin antibiotic","ABRicate-NCBI",99.33,"ARO:3000519","antibiotic target modifying enzyme","target-modifying enzyme"
"GMGC10.021_741_379.UNKNOWN",1,465,"+","aac(3)-If","1-465/465","===============","0/0",100,98.5,"ncbi","NG_048570.1","aminoglycoside N-acetyltransferase AAC(3)-If","GENTAMICIN","ARO:3002530","AAC(3)-Ib","Loose","ARO:0000003,ARO:0000035,ARO:3007382","astromicin,sisomicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-NCBI",98.5,"ARO:3000322","AAC(3)","aac"
"GMGC10.021_750_674.UNKNOWN",1,474,"+","aac(3)-Id","1-477/477","========/======","1/3",99.37,85.95,"ncbi","NG_052489.1","aminoglycoside N-acetyltransferase AAC(3)-Id","GENTAMICIN","ARO:3002529","AAC(3)-Id","Perfect","ARO:0000003,ARO:0000035,ARO:3007382","astromicin,sisomicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-NCBI",85.95,"ARO:3000322","AAC(3)","aac"
"GMGC10.021_750_758.TETA",1,1176,"+","tet(G)","1-1176/1176","===============","0/0",100,90.99,"ncbi","NG_048192.1","tetracycline efflux MFS transporter Tet(G)","TETRACYCLINE","ARO:3000174","tet(G)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-NCBI",90.99,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.021_751_007.UNKNOWN",1,555,"+","aac(6')-IIa","1-555/555","===============","0/0",100,89.19,"ncbi","NG_047270.1","aminoglycoside N-acetyltransferase AAC(6')-IIa","GENTAMICIN;KANAMYCIN;TOBRAMYCIN","ARO:3002594","AAC(6')-IIa","Perfect","ARO:0000007,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379,ARO:3007382","dibekacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-NCBI",89.19,"ARO:3000345","AAC(6')","aac"
"GMGC10.021_864_444.CAT",1,647,"+","catA4","1-647/654","========/======","2/2",98.78,93.36,"ncbi","NG_047569.1","type A-4 chloramphenicol O-acetyltransferase","CHLORAMPHENICOL","ARO:3004657","catA4","Perfect","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","ABRicate-NCBI",93.36,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.021_871_756.UNKNOWN",1,1260,"+","ere(B)","1-1260/1260","===============","0/0",100,100,"ncbi","NG_047768.1","EreB family erythromycin esterase","ERYTHROMYCIN","ARO:3000363","EreB","Perfect","ARO:0000006,ARO:0000027,ARO:0000065,ARO:3000158","erythromycin,roxithromycin,clarithromycin,azithromycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic","ABRicate-NCBI",100,"ARO:3000320","macrolide esterase","mel"
"GMGC10.021_877_283.CPHA",1,746,"+","cphA1","4-749/765","===============","0/0",97.52,96.25,"ncbi","NG_047668.1","subclass B2 metallo-beta-lactamase CphA1","CARBAPENEM","ARO:3003094","imiH","Strict","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",96.25,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.021_889_204.UNKNOWN",1,1478,"+","msr(C)","1-1479/1479","========/======","1/1",99.93,99.39,"ncbi","NG_048004.1","ABC-F type ribosomal protection protein Msr(C)","MACROLIDE","ARO:3002819","msrC","Perfect","ARO:0000006,ARO:3000584","erythromycin,quinupristin","ARO:0000000,ARO:0000026","macrolide antibiotic,streptogramin antibiotic","ABRicate-NCBI",99.39,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.021_917_584.UNKNOWN",1,801,"+","blaOXA-29","1-801/801","===============","0/0",100,90.76,"ncbi","NG_049586.1","oxacillin-hydrolyzing class D beta-lactamase OXA-29","BETA-LACTAM","ARO:3001424","OXA-29","Perfect","ARO:0000056","oxacillin","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",90.76,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
