"Protein.id","query","Start","Stop","Strand","Element.symbol","Element.name","Scope","Type","Subtype","ARG.class","ARG.subclass","Method","Target.length","Reference.sequence.length","X..Coverage.of.reference","X..Identity.to.reference","Alignment.length","Closest.reference.accession","Closest.reference.name","HMM.accession","HMM.description","ARO","ARO_name","Cut_Off","confers_resistance_to","confers_resistance_to_names","resistance_to_drug_classes","resistance_to_drug_classes_names","pipeline","id","parent","parent_description","geneclass_argcompare"
NA,"GMGC10.023_432_209.DRRB",1,813,"+","tetB(58)","tetracycline efflux ABC transporter Tet(58) subunit B","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","BLASTX",271,271,100,91.88,271,"WP_071223302.1","tetracycline efflux ABC transporter Tet(58) subunit B",NA,NA,"ARO:3003981","tetB(58)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","AMRFinderPlus-nt",91.88,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
NA,"GMGC10.023_443_287.MBL1",1,906,"+","blaEFM","EFM family subclass B3 metallo-beta-lactamase","core","AMR","AMR","BETA-LACTAM","CARBAPENEM","BLASTX",302,302,100,98.01,302,"WP_122630822.1","subclass B3 metallo-beta-lactamase EFM-1",NA,NA,"ARO:3006884","EFM-1","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",98.01,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
NA,"GMGC10.023_528_778.MEXF",1,3150,"+","oqxB","multidrug efflux RND transporter permease subunit OqxB","core","AMR","AMR","PHENICOL/QUINOLONE","PHENICOL/QUINOLONE","BLASTX",1050,1050,100,96.76,1050,"WP_000347934.1","multidrug efflux RND transporter permease subunit OqxB",NA,NA,"ARO:3003923","oqxB","Perfect","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","AMRFinderPlus-nt",96.76,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
NA,"GMGC10.023_555_260.CUTR",1,660,"+","vanR","vancomycin resistance response regulator transcription factor VanR","core","AMR","AMR","GLYCOPEPTIDE","VANCOMYCIN","BLASTX",220,231,95.24,92.73,220,"WP_011029105.1","vancomycin resistance response regulator transcription factor VanR-Sc",NA,NA,"ARO:3002930","vanR gene in vanO cluster","Loose","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","AMRFinderPlus-nt",92.73,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
NA,"GMGC10.023_596_199.UNKNOWN",115,486,"+","ble-Sh","phleomycin/bleomycin binding protein Ble-Sh","core","AMR","AMR","BLEOMYCIN","BLEOMYCIN","BLASTX",124,124,100,99.19,124,"WP_063842998.1","phleomycin/bleomycin binding protein Ble-Sh",NA,NA,"ARO:3001205","BRP(MBL)","Manual","ARO:3000690,ARO:3000691,ARO:3000692","bleomycinic acid,bleomycin A2,bleomycin B2","ARO:3000081,ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic,glycopeptide antibiotic","AMRFinderPlus-nt",99.19,"ARO:3001207","gene involved in antibiotic sequestration","antibiotic sequestration"
NA,"GMGC10.023_619_593.DDL",1,1029,"+","vanA-Pa","D-alanine--(R)-lactate ligase VanA-Pa","core","AMR","AMR","GLYCOPEPTIDE","VANCOMYCIN","BLASTX",343,343,100,97.67,343,"WP_063856526.1","D-alanine--(R)-lactate ligase VanA-Pa",NA,NA,"ARO:3000010","vanA","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","AMRFinderPlus-nt",97.67,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
NA,"GMGC10.023_620_248.VANW",16,828,"+","vanW-Pt","glycopeptide resistance accessory protein VanW-Pt","core","AMR","AMR","GLYCOPEPTIDE","VANCOMYCIN","BLASTX",271,271,100,97.05,271,"WP_063856764.1","glycopeptide resistance accessory protein VanW-Pt",NA,NA,"ARO:3002964","vanW gene in vanB cluster","Strict","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","AMRFinderPlus-nt",97.05,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
NA,"GMGC10.023_626_072.UNKNOWN",1,939,"+","blaIII","class A beta-lactamase BlaIII","core","AMR","AMR","BETA-LACTAM","BETA-LACTAM","BLASTX",313,316,100,90.51,316,"WP_000497840.1","class A beta-lactamase BlaIII",NA,NA,"ARO:3007101","BcIII","Perfect","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",90.51,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
NA,"GMGC10.023_626_106.CPHA",4,768,"+","bla2","BcII family subclass B1 metallo-beta-lactamase","core","AMR","AMR","BETA-LACTAM","CARBAPENEM","BLASTX",255,257,99.22,94.51,255,"WP_012261328.1","BcII family subclass B1 metallo-beta-lactamase",NA,NA,"ARO:3002878","BcII","Strict","ARO:0000032,ARO:3000008","cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",94.51,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
NA,"GMGC10.023_638_638.YBXI",1,837,"+","blaOXA","OXA-134 family carbapenem-hydrolyzing class D beta-lactamase","core","AMR","AMR","BETA-LACTAM","BETA-LACTAM","BLASTX",279,279,100,99.28,279,"WP_140423316.1","OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-648",NA,NA,"ARO:3005338","OXA-648","Perfect","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",99.28,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
NA,"GMGC10.023_733_347.UNKNOWN",1,897,"+","mph(C)","Mph(C) family macrolide 2'-phosphotransferase","core","AMR","AMR","MACROLIDE","ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN","BLASTX",299,299,100,90.97,299,"WP_063853881.1","Mph(C) family macrolide 2'-phosphotransferase",NA,NA,"ARO:3000319","mphC","Perfect","ARO:0000006,ARO:0000027,ARO:0000057,ARO:0000065,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000867","erythromycin,roxithromycin,telithromycin,clarithromycin,tylosin,spiramycin,azithromycin,dirithromycin,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic","AMRFinderPlus-nt",90.97,"ARO:3000333","macrolide phosphotransferase (MPH)","mph"
NA,"GMGC10.023_734_307.UNKNOWN",1,1623,"+","sal(B)","ABC-F type ribosomal protection protein Sal(B)","core","AMR","AMR","LINCOSAMIDE/PLEUROMUTILIN/STREPTOGRAMIN","LINCOSAMIDE/PLEUROMUTILIN/STREPTOGRAMIN","BLASTX",541,541,100,98.52,541,"WP_218688397.1","ABC-F type ribosomal protection protein Sal(B)",NA,NA,"ARO:3007026","salB","Perfect","ARO:0000034,ARO:0000046,ARO:0000066,ARO:3000669,ARO:3000671,ARO:3001314","streptogramin A antibiotic,lincomycin,clindamycin,virginiamycin M1,tiamulin,retapamulin","ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:3000670,ARO:3000670","lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,pleuromutilin antibiotic,pleuromutilin antibiotic","AMRFinderPlus-nt",98.52,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
NA,"GMGC10.023_817_451.MEXE",91,1263,"+","oqxA","multidrug efflux RND transporter periplasmic adaptor subunit OqxA","core","AMR","AMR","PHENICOL/QUINOLONE","PHENICOL/QUINOLONE","BLASTX",391,391,100,92.33,391,"WP_002914189.1","multidrug efflux RND transporter periplasmic adaptor subunit OqxA",NA,NA,"ARO:3003922","oqxA","Perfect","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","AMRFinderPlus-nt",92.33,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
NA,"GMGC10.023_834_859.BLA",1,873,"+","blaCTX-M-152","extended-spectrum class A beta-lactamase CTX-M-152","core","AMR","AMR","BETA-LACTAM","CEPHALOSPORIN","ALLELEX",291,291,100,100,291,"WP_064543755.1","extended-spectrum class A beta-lactamase CTX-M-152",NA,NA,"ARO:3002009","CTX-M-152","Strict","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",100,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
NA,"GMGC10.023_836_016.FOSB",1,414,"+","fosA","FosA3/FosA4 family fosfomycin resistance glutathione transferase","core","AMR","AMR","FOSFOMYCIN","FOSFOMYCIN","BLASTX",138,138,100,97.1,138,"WP_034169466.1","fosfomycin resistance glutathione transferase FosA4",NA,NA,"ARO:3003210","FosA4","Perfect","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","AMRFinderPlus-nt",97.1,"ARO:3000342","fosfomycin inactivation enzyme","fos"
NA,"GMGC10.023_894_540.UNKNOWN",1,1371,"+","tet(L)","tetracycline efflux MFS transporter Tet(L)","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","BLASTX",457,458,99.78,93,457,"WP_003242953.1","tetracycline efflux MFS transporter Tet(L)",NA,NA,"ARO:3003196","tet(45)","Strict","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","AMRFinderPlus-nt",93,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
NA,"GMGC10.023_934_247.AAC",1,588,"+","aac(2')-Ib","aminoglycoside N-acetyltransferase AAC(2')-Ib","core","AMR","AMR","AMINOGLYCOSIDE","GENTAMICIN/TOBRAMYCIN","BLASTX",196,195,100,91.33,196,"WP_003881640.1","aminoglycoside N-acetyltransferase AAC(2')-Ib",NA,NA,"ARO:3002524","AAC(2')-Ib","Perfect","ARO:0000007,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007382","dibekacin,netilmicin,tobramycin,6'-N-ethylnetilmicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AMRFinderPlus-nt",91.33,"ARO:3000341","AAC(2')","aac"
NA,"GMGC10.023_977_441.CUTR",1,660,"+","vanR-Sc","vancomycin resistance response regulator transcription factor VanR-Sc","core","AMR","AMR","GLYCOPEPTIDE","VANCOMYCIN","BLASTX",220,231,95.24,94.55,220,"WP_011029105.1","vancomycin resistance response regulator transcription factor VanR-Sc",NA,NA,"ARO:3002930","vanR gene in vanO cluster","Loose","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","AMRFinderPlus-nt",94.55,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
NA,"GMGC10.024_088_626.UNKNOWN",1,912,"+","blaRATA-1","extended-spectrum class A beta-lactamase RATA-1","core","AMR","AMR","BETA-LACTAM","CEPHALOSPORIN","ALLELEX",304,304,100,100,304,"WP_064964607.1","extended-spectrum class A beta-lactamase RATA-1",NA,NA,"ARO:3007801","RATA-1","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",100,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
NA,"GMGC10.024_159_477.BLA",1,882,"+","blaF","class A beta-lactamase","core","AMR","AMR","BETA-LACTAM","BETA-LACTAM","BLASTX",294,294,100,98.98,294,"WP_063842628.1","class A beta-lactamase",NA,NA,"ARO:3003562","blaF","Perfect","ARO:0000064,ARO:3000008","amoxicillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",98.98,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
NA,"GMGC10.024_164_728.ERMX",1,738,"+","erm(39)","23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(39)","core","AMR","AMR","LINCOSAMIDE/MACROLIDE","CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN","BLASTX",246,246,100,96.75,246,"WP_038563636.1","23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(39)",NA,NA,"ARO:3000602","Erm(39)","Perfect","ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867","erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","AMRFinderPlus-nt",96.75,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
NA,"GMGC10.024_199_197.AMPC",1,1140,"+","blaAQU","AQU family class C beta-lactamase","core","AMR","AMR","BETA-LACTAM","BETA-LACTAM","BLASTX",380,380,100,98.95,380,"WP_042888870.1","extended-spectrum class C beta-lactamase AQU-1",NA,NA,"ARO:3004647","AQU-2","Strict","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",98.95,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
NA,"GMGC10.024_210_772.UNKNOWN",1,885,"+","blaCME","CME family extended-spectrum class A beta-lactamase","core","AMR","AMR","BETA-LACTAM","CEPHALOSPORIN","BLASTX",295,295,100,94.92,295,"WP_059330348.1","extended-spectrum class A beta-lactamase CME-1",NA,NA,"ARO:3004775","CME-1","Perfect","ARO:3000008","penicillin beta-lactam","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",94.92,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
NA,"GMGC10.024_271_704.UNKNOWN",1,870,"+","blaCPS","CPS family subclass B3 metallo-beta-lactamase","core","AMR","AMR","BETA-LACTAM","CARBAPENEM","BLASTX",290,290,100,96.9,290,"WP_063857696.1","subclass B3 metallo-beta-lactamase CPS-1",NA,NA,"ARO:3003716","CPS-1","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",96.9,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
NA,"GMGC10.024_341_544.PBPC",1,1995,"+","mecA1","PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA1","core","AMR","AMR","BETA-LACTAM","METHICILLIN","EXACTX",665,665,100,100,665,"WP_058611717.1","PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA1",NA,NA,"ARO:3000617","mecA","Loose","ARO:0000015,ARO:3000008","methicillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",100,"ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
NA,"GMGC10.024_344_313.CPHA",1,756,"+","cphA1","subclass B2 metallo-beta-lactamase CphA1","core","AMR","AMR","BETA-LACTAM","CARBAPENEM","BLASTX",252,254,99.21,95.24,252,"WP_063844282.1","subclass B2 metallo-beta-lactamase CphA1",NA,NA,"ARO:3003094","imiH","Strict","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",95.24,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
NA,"GMGC10.024_347_400.CPHA",1,717,"+","blaIND","IND family subclass B1 metallo-beta-lactamase","core","AMR","AMR","BETA-LACTAM","CARBAPENEM","BLASTX",239,239,100,92.89,239,"WP_063860632.1","subclass B1 metallo-beta-lactamase IND-9",NA,NA,"ARO:3002265","IND-9","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",92.89,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
NA,"GMGC10.024_360_670.TETA",1,1191,"+","tet(Z)","tetracycline efflux MFS transporter Tet(Z)","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","BLASTX",397,416,95.43,99.5,397,"WP_064190967.1","tetracycline efflux MFS transporter Tet(Z)",NA,NA,"ARO:3000183","tet(Z)","Strict","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","AMRFinderPlus-nt",99.5,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
NA,"GMGC10.024_380_531.CUTR",1,693,"+","vanR","vancomycin resistance response regulator transcription factor VanR","core","AMR","AMR","GLYCOPEPTIDE","VANCOMYCIN","BLASTX",231,231,100,91.34,231,"WP_011029105.1","vancomycin resistance response regulator transcription factor VanR-Sc",NA,NA,"ARO:3002930","vanR gene in vanO cluster","Loose","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","AMRFinderPlus-nt",91.34,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
NA,"GMGC10.024_497_142.UNKNOWN",1,705,"+","vanR-G","vancomycin resistance response regulator transcription factor VanR-G","core","AMR","AMR","GLYCOPEPTIDE","VANCOMYCIN","BLASTX",235,235,100,91.06,235,"WP_021418928.1","vancomycin resistance response regulator transcription factor VanR-G",NA,NA,"ARO:3002926","vanR gene in vanG cluster","Perfect","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","AMRFinderPlus-nt",91.06,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
NA,"GMGC10.024_526_558.YBXI",1,813,"+","blaOXA","OXA-60 family carbapenem-hydrolyzing class D beta-lactamase","core","AMR","AMR","BETA-LACTAM","BETA-LACTAM","BLASTX",271,271,100,98.52,271,"WP_154205589.1","OXA-60 family carbapenem-hydrolyzing class D beta-lactamase OXA-898",NA,NA,"ARO:3005094","OXA-898","Perfect","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",98.52,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
NA,"GMGC10.024_555_485.UNKNOWN",1,471,"+","dfrA30","trimethoprim-resistant dihydrofolate reductase DfrA30","core","AMR","AMR","TRIMETHOPRIM","TRIMETHOPRIM","BLASTX",157,157,100,99.36,157,"WP_063844408.1","trimethoprim-resistant dihydrofolate reductase DfrA30",NA,NA,"ARO:3004552","dfrA30","Perfect","ARO:3000188","trimethoprim","ARO:3000171","diaminopyrimidine antibiotic","AMRFinderPlus-nt",99.36,"ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
NA,"GMGC10.024_611_316.YBXI",1,852,"+","blaOXA-296","class D beta-lactamase OXA-296","core","AMR","AMR","BETA-LACTAM","BETA-LACTAM","ALLELEX",284,284,100,100,284,"WP_004650739.1","class D beta-lactamase OXA-296",NA,NA,"ARO:3001751","OXA-296","Perfect","ARO:0000056","oxacillin","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",100,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
NA,"GMGC10.024_612_514.AACA7",1,438,"+","aac(6')-Iv","aminoglycoside N-acetyltransferase AAC(6')-Iv","core","AMR","AMR","AMINOGLYCOSIDE","AMIKACIN/KANAMYCIN/TOBRAMYCIN","ALLELEX",146,146,100,100,146,"WP_004652049.1","aminoglycoside N-acetyltransferase AAC(6')-Iv",NA,NA,"ARO:3002566","AAC(6')-Iv","Perfect","ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379","dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AMRFinderPlus-nt",100,"ARO:3000345","AAC(6')","aac"
NA,"GMGC10.024_617_898.YBXI",1,840,"+","blaOXA-286","OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-286","core","AMR","AMR","BETA-LACTAM","CARBAPENEM","ALLELEX",280,280,100,100,280,"WP_004657207.1","OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-286",NA,NA,"ARO:3001741","OXA-286","Perfect","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",100,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
NA,"GMGC10.024_670_113.AMPC",1,1149,"+","blaADC","ADC family extended-spectrum class C beta-lactamase","core","AMR","AMR","BETA-LACTAM","CEPHALOSPORIN","BLASTX",383,383,100,96.87,383,"WP_032035727.1","extended-spectrum class C beta-lactamase ADC-343",NA,NA,"ARO:3008053","ADC-343","Perfect","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",96.87,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
NA,"GMGC10.024_686_192.AMPH",1,1149,"+","blaADC","ADC family extended-spectrum class C beta-lactamase","core","AMR","AMR","BETA-LACTAM","CEPHALOSPORIN","BLASTX",383,383,100,98.96,383,"WP_150823459.1","extended-spectrum class C beta-lactamase ADC-206",NA,NA,"ARO:3006375","ADC-206","Perfect","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",98.96,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
